comment,rating,vendor_count,playable_date,pic,honor_infos,vendor_icons,year,card_subtitle,id,title,tags,interest,type,alg_json,has_linewatch,photos,card,playable_date_info,following_rating,uri,episodes_info,item_type
"{'comment': '""你TM想做李安,我TM还不想做黑社会呢.""', 'id': '59303632', 'user': {'kind': 'user', 'name': '一瞬之梦', 'url': 'https://www.douban.com/people/1818654/', 'uri': 'douban://douban.com/user/1818654', 'avatar': 'https://img9.doubanio.com/icon/up1818654-64.jpg', 'is_club': False, 'type': 'user', 'id': '1818654', 'uid': 'chrislaulxw'}}","{'count': 19589, 'max': 10, 'star_count': 4.0, 'value': 7.9}",1,,"{'large': 'https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2198901866.jpg', 'normal': 'https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2198901866.jpg'}","[{'kind': 'movie', 'uri': 'douban://douban.com/subject_collection/ECEAOX2BI?type=rank&category=movie&rank_type=film_genre', 'rank': 13, 'title': '中国台湾喜剧片榜'}]",['https://img9.doubanio.com/f/frodo/634a77c4a77d80a2a4f49ed7aaf0bc076fec7d01/pics/vendors/iqiyi.png'],2007,2007 / 中国台湾 / 喜剧 / 钮承泽 / 钮承泽 张钧甯,3194312,情非得已之生存之道,"[{'name': '中国台湾喜剧片榜', 'uri': 'douban://douban.com/subject_collection/ECEAOX2BI?category=movie&rank_type=film_genre&type=rank'}, {'name': '台北金马影展 最佳女配角 获奖作品', 'uri': 'douban://douban.com/doulist/111730183'}]",,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img1.doubanio.com/view/photo/m/public/p1381746840.jpg', 'https://img3.doubanio.com/view/photo/m/public/p1381745483.jpg', 'https://img3.doubanio.com/view/photo/m/public/p1381746267.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2012042776.jpg']",subject,,,douban://douban.com/movie/3194312,,movie
"{'comment': '老早以前看过的片了，很欢乐，想重看一遍', 'id': '498947331', 'user': {'kind': 'user', 'name': '乌鸦火堂', 'url': 'https://www.douban.com/people/2297669/', 'uri': 'douban://douban.com/user/2297669', 'avatar': 'https://img3.doubanio.com/icon/up2297669-12.jpg', 'is_club': False, 'type': 'user', 'id': '2297669', 'uid': 'dreamfox'}}","{'count': 3999, 'max': 10, 'star_count': 4.0, 'value': 7.9}",5,,"{'large': 'https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2538694522.jpg', 'normal': 'https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2538694522.jpg'}",[],"['https://img2.doubanio.com/f/frodo/8286b9b5240f35c7e59e1b1768cd2ccf0467cde5/pics/vendors/migu_video.png', 'https://img9.doubanio.com/f/frodo/fbc90f355fc45d5d2056e0d88c697f9414b56b44/pics/vendors/tencent.png', 'https://img9.doubanio.com/f/frodo/88a62f5e0cf9981c910e60f4421c3e66aac2c9bc/pics/vendors/bilibili.png']",1990,1990 / 中国大陆 / 剧情 喜剧 / 段吉顺 / 赵本山 石国庆,1299494,现世活宝,[],,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img2.doubanio.com/view/photo/m/public/p2868597471.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2868597469.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2868597468.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2868597467.jpg']",subject,,,douban://douban.com/movie/1299494,,movie
"{'comment': '“大家好我叫林熊猫，你也可以叫俺林胸毛！”', 'id': '652873668', 'user': {'kind': 'user', 'name': '魏春亮', 'url': 'https://www.douban.com/people/2238249/', 'uri': 'douban://douban.com/user/2238249', 'avatar': 'https://img9.doubanio.com/icon/up2238249-26.jpg', 'is_club': False, 'type': 'user', 'id': '2238249', 'uid': 'weiliang86'}}","{'count': 568, 'max': 10, 'star_count': 4.0, 'value': 7.9}",0,,"{'large': 'https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2354838952.jpg', 'normal': 'https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2354838952.jpg'}",[],[],2011,2011 / 中国大陆 / 喜剧 动画 / 周彬 / 林熊猫 易小星,21822132,胸毛传,[],,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",False,"['https://img1.doubanio.com/view/photo/m/public/p2225873688.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2225873686.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2225873682.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2225873689.jpg']",subject,,,douban://douban.com/movie/21822132,,movie
"{'comment': '导演真的是银才，希望不要被埋没', 'id': '1257495358', 'user': {'kind': 'user', 'name': '王神爱', 'url': 'https://www.douban.com/people/2282183/', 'uri': 'douban://douban.com/user/2282183', 'avatar': 'https://img1.doubanio.com/icon/up2282183-18.jpg', 'is_club': False, 'type': 'user', 'id': '2282183', 'uid': 'Sam-antha'}}","{'count': 451, 'max': 10, 'star_count': 4.0, 'value': 7.9}",1,,"{'large': 'https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2896923636.jpg', 'normal': 'https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2896923636.jpg'}",[],['https://img1.doubanio.com/f/frodo/990703f165ee40fa7a023949252882058a2ba57d/pics/vendors/mgtv.png'],2015,2015 / 中国大陆 / 喜剧 动画 / 杜煜峰 / 杜煜峰 王博文,26675586,东北花泽类之起幺蛾子,[],,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img3.doubanio.com/view/photo/m/public/p2628776803.jpg', 'https://img2.doubanio.com/view/photo/m/public/p2628776801.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2628776799.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2628776625.jpg']",subject,,,douban://douban.com/movie/26675586,,movie
"{'comment': '男性视角的意淫', 'id': '963284221', 'user': {'kind': 'user', 'name': '水鸟叫秧秧', 'url': 'https://www.douban.com/people/42292941/', 'uri': 'douban://douban.com/user/42292941', 'avatar': 'https://img2.doubanio.com/icon/up42292941-121.jpg', 'is_club': False, 'type': 'user', 'id': '42292941', 'uid': '42292941'}}","{'count': 1012671, 'max': 10, 'star_count': 4.0, 'value': 7.8}",6,,"{'large': 'https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2264377763.jpg', 'normal': 'https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264377763.jpg'}","[{'kind': 'movie', 'uri': 'douban://douban.com/subject_collection/ECVUOUD7A?type=rank&category=movie&rank_type=film_genre', 'rank': 15, 'title': '华语喜剧片榜'}]","['https://img2.doubanio.com/f/frodo/8286b9b5240f35c7e59e1b1768cd2ccf0467cde5/pics/vendors/migu_video.png', 'https://img9.doubanio.com/f/frodo/fbc90f355fc45d5d2056e0d88c697f9414b56b44/pics/vendors/tencent.png', 'https://img1.doubanio.com/f/frodo/990703f165ee40fa7a023949252882058a2ba57d/pics/vendors/mgtv.png']",2015,2015 / 中国大陆 / 喜剧 爱情 / 闫非 彭大魔 / 沈腾 马丽,25964071,夏洛特烦恼,"[{'name': '华语喜剧片榜', 'uri': 'douban://douban.com/subject_collection/ECVUOUD7A?category=movie&rank_type=film_genre&type=rank'}]",,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img9.doubanio.com/view/photo/m/public/p2269778685.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2269778673.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2268716454.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2256588003.jpg']",subject,,,douban://douban.com/movie/25964071,,movie
"{'comment': '“老板，黄河的水真黄啊。”“大哥，这是长江”', 'id': '257577988', 'user': {'kind': 'user', 'name': '摇粒绒新衣', 'url': 'https://www.douban.com/people/2228159/', 'uri': 'douban://douban.com/user/2228159', 'avatar': 'https://img2.doubanio.com/icon/up2228159-251.jpg', 'is_club': False, 'type': 'user', 'id': '2228159', 'uid': 'Vincent.'}}","{'count': 656990, 'max': 10, 'star_count': 4.0, 'value': 7.8}",8,,"{'large': 'https://img3.doubanio.com/view/photo/m_ratio_poster/public/p500548437.jpg', 'normal': 'https://img3.doubanio.com/view/photo/s_ratio_poster/public/p500548437.jpg'}","[{'kind': 'movie', 'uri': 'douban://douban.com/subject_collection/ECVUOUD7A?type=rank&category=movie&rank_type=film_genre', 'rank': 20, 'title': '华语喜剧片榜'}]","['https://img2.doubanio.com/f/frodo/8286b9b5240f35c7e59e1b1768cd2ccf0467cde5/pics/vendors/migu_video.png', 'https://img9.doubanio.com/f/frodo/fbc90f355fc45d5d2056e0d88c697f9414b56b44/pics/vendors/tencent.png', 'https://img1.doubanio.com/f/frodo/a6320036183ab983868dd7f83159fc2ab0f8df62/pics/vendors/yangshipin.png']",2010,2010 / 中国大陆 / 喜剧 / 叶伟民 / 徐峥 王宝强,4237879,人在囧途,"[{'name': '华语喜剧片榜', 'uri': 'douban://douban.com/subject_collection/ECVUOUD7A?category=movie&rank_type=film_genre&type=rank'}]",,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img9.doubanio.com/view/photo/m/public/p500546524.jpg', 'https://img3.doubanio.com/view/photo/m/public/p500546753.jpg', 'https://img1.doubanio.com/view/photo/m/public/p500534540.jpg', 'https://img3.doubanio.com/view/photo/m/public/p500546242.jpg']",subject,,,douban://douban.com/movie/4237879,,movie
"{'comment': '老土到丧心病狂，感动到一塌糊涂', 'id': '960305933', 'user': {'kind': 'user', 'name': '乃乃', 'url': 'https://www.douban.com/people/129583367/', 'uri': 'douban://douban.com/user/129583367', 'avatar': 'https://img9.doubanio.com/icon/up129583367-44.jpg', 'is_club': False, 'type': 'user', 'id': '129583367', 'uid': '129583367'}}","{'count': 622255, 'max': 10, 'star_count': 4.0, 'value': 7.8}",2,,"{'large': 'https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2285115802.jpg', 'normal': 'https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2285115802.jpg'}","[{'kind': 'movie', 'uri': 'douban://douban.com/subject_collection/ECWQOQO4A?type=rank&category=movie&rank_type=film_genre', 'rank': 7, 'title': '中国台湾爱情片榜'}]","['https://img2.doubanio.com/f/frodo/8286b9b5240f35c7e59e1b1768cd2ccf0467cde5/pics/vendors/migu_video.png', 'https://img9.doubanio.com/f/frodo/634a77c4a77d80a2a4f49ed7aaf0bc076fec7d01/pics/vendors/iqiyi.png']",2015,2015 / 中国台湾 / 喜剧 爱情 / 陈玉珊 / 宋芸桦 王大陆,26366465,我的少女时代,"[{'name': '中国台湾爱情片榜', 'uri': 'douban://douban.com/subject_collection/ECWQOQO4A?category=movie&rank_type=film_genre&type=rank'}]",,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img9.doubanio.com/view/photo/m/public/p2285069814.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2285793627.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2285067062.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2285066150.jpg']",subject,,,douban://douban.com/movie/26366465,,movie
"{'comment': '嗯哼  就是比国产的什么大圣归来好看 ', 'id': '1005223531', 'user': {'kind': 'user', 'name': '羚羊的灵魂', 'url': 'https://www.douban.com/people/59237362/', 'uri': 'douban://douban.com/user/59237362', 'avatar': 'https://img1.doubanio.com/icon/up59237362-8.jpg', 'is_club': False, 'type': 'user', 'id': '59237362', 'uid': 'clzleo'}}","{'count': 369845, 'max': 10, 'star_count': 4.0, 'value': 7.8}",4,,"{'large': 'https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2306653420.jpg', 'normal': 'https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2306653420.jpg'}","[{'kind': 'movie', 'uri': 'douban://douban.com/subject_collection/2016_movie_469?type=rank&category=movie&rank_type=year', 'rank': 6, 'title': '2016评分最高动画片'}]","['https://img9.doubanio.com/f/frodo/fbc90f355fc45d5d2056e0d88c697f9414b56b44/pics/vendors/tencent.png', 'https://img2.doubanio.com/f/frodo/8286b9b5240f35c7e59e1b1768cd2ccf0467cde5/pics/vendors/migu_video.png', 'https://img1.doubanio.com/f/frodo/990703f165ee40fa7a023949252882058a2ba57d/pics/vendors/mgtv.png']",2016,2016 / 美国 中国大陆 / 喜剧 动作 动画 冒险 / 吕寅荣 亚历山德罗·卡罗尼 / 杰克·布莱克 布莱恩·克兰斯顿,11589036,功夫熊猫3,"[{'name': '2016评分最高动画片', 'uri': 'douban://douban.com/subject_collection/2016_movie_469?category=movie&rank_type=year&type=rank'}, {'name': '动画安妮奖 最佳艺术指导 获奖作品', 'uri': 'douban://douban.com/doulist/111730968'}]",,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img3.doubanio.com/view/photo/m/public/p2315217952.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2313563948.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2313563908.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2313559562.jpg']",subject,,,douban://douban.com/movie/11589036,,movie
"{'comment': '这部片子我觉得挺好的啊，为啥人们都说不好，囧', 'id': '72760902', 'user': {'kind': 'user', 'name': '澈黑', 'url': 'https://www.douban.com/people/2320662/', 'uri': 'douban://douban.com/user/2320662', 'avatar': 'https://img9.doubanio.com/icon/up2320662-244.jpg', 'is_club': False, 'type': 'user', 'id': '2320662', 'uid': 'sohungry'}}","{'count': 157979, 'max': 10, 'star_count': 4.0, 'value': 7.8}",4,,"{'large': 'https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2002166139.jpg', 'normal': 'https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2002166139.jpg'}","[{'kind': 'movie', 'uri': 'douban://douban.com/subject_collection/ECAUOWGNQ?type=rank&category=movie&rank_type=film_genre', 'rank': 7, 'title': '华语冒险片榜'}]","['https://img9.doubanio.com/f/frodo/fbc90f355fc45d5d2056e0d88c697f9414b56b44/pics/vendors/tencent.png', 'https://img2.doubanio.com/f/frodo/8286b9b5240f35c7e59e1b1768cd2ccf0467cde5/pics/vendors/migu_video.png', 'https://img3.doubanio.com/f/frodo/9f302f2ad003c8c607cb79b447aca789a01142b2/pics/vendors/youku.png']",1998,1998 / 中国香港 / 喜剧 动作 科幻 冒险 / 陈木胜 成龙 / 成龙 法拉美穗,1300303,我是谁,"[{'name': '华语冒险片榜', 'uri': 'douban://douban.com/subject_collection/ECAUOWGNQ?category=movie&rank_type=film_genre&type=rank'}, {'name': '台北金马影展 最佳摄影 获奖作品', 'uri': 'douban://douban.com/doulist/111730191'}]",,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img3.doubanio.com/view/photo/m/public/p2512112162.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2170497573.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2620011384.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2002167624.jpg']",subject,,,douban://douban.com/movie/1300303,,movie
"{'comment': '成龙搞笑片里的精品。', 'id': '3665156', 'user': {'kind': 'user', 'name': '艾小柯', 'url': 'https://www.douban.com/people/1182135/', 'uri': 'douban://douban.com/user/1182135', 'avatar': 'https://img1.doubanio.com/icon/up1182135-29.jpg', 'is_club': False, 'type': 'user', 'id': '1182135', 'uid': 'aixiaoke'}}","{'count': 120344, 'max': 10, 'star_count': 4.0, 'value': 7.8}",3,,"{'large': 'https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2557560791.jpg', 'normal': 'https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2557560791.jpg'}",[],"['https://img9.doubanio.com/f/frodo/fbc90f355fc45d5d2056e0d88c697f9414b56b44/pics/vendors/tencent.png', 'https://img1.doubanio.com/f/frodo/990703f165ee40fa7a023949252882058a2ba57d/pics/vendors/mgtv.png', 'https://img1.doubanio.com/f/frodo/a6320036183ab983868dd7f83159fc2ab0f8df62/pics/vendors/yangshipin.png']",1993,1993 / 中国香港 日本 / 喜剧 动作 爱情 / 王晶 / 成龙 王祖贤,1295064,城市猎人,[],,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img3.doubanio.com/view/photo/m/public/p1389834447.jpg', 'https://img1.doubanio.com/view/photo/m/public/p1914262999.jpg', 'https://img3.doubanio.com/view/photo/m/public/p1914264127.jpg', 'https://img3.doubanio.com/view/photo/m/public/p1914263127.jpg']",subject,,,douban://douban.com/movie/1295064,,movie
"{'comment': '其中一颗星送给Leslie~~~\r\n', 'id': '296234951', 'user': {'kind': 'user', 'name': '爱冒险的蝴蝶 ❄', 'url': 'https://www.douban.com/people/2001326/', 'uri': 'douban://douban.com/user/2001326', 'avatar': 'https://img3.doubanio.com/icon/up2001326-207.jpg', 'is_club': False, 'type': 'user', 'id': '2001326', 'uid': 'wangyj8405'}}","{'count': 33804, 'max': 10, 'star_count': 4.0, 'value': 7.8}",4,,"{'large': 'https://img3.doubanio.com/view/photo/m_ratio_poster/public/p940232872.jpg', 'normal': 'https://img3.doubanio.com/view/photo/s_ratio_poster/public/p940232872.jpg'}",[],"['https://img9.doubanio.com/f/frodo/fbc90f355fc45d5d2056e0d88c697f9414b56b44/pics/vendors/tencent.png', 'https://img2.doubanio.com/f/frodo/8286b9b5240f35c7e59e1b1768cd2ccf0467cde5/pics/vendors/migu_video.png', 'https://img9.doubanio.com/f/frodo/88a62f5e0cf9981c910e60f4421c3e66aac2c9bc/pics/vendors/bilibili.png']",1994,1994 / 中国香港 / 喜剧 家庭 / 高志森 / 黄百鸣 梁家辉,1296897,大富之家,[],,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img1.doubanio.com/view/photo/m/public/p987656668.jpg', 'https://img3.doubanio.com/view/photo/m/public/p1430792257.jpg', 'https://img1.doubanio.com/view/photo/m/public/p962464999.jpg', 'https://img3.doubanio.com/view/photo/m/public/p987655912.jpg']",subject,,,douban://douban.com/movie/1296897,,movie
"{'comment': '被禁的原因主要应该是中间医院那十几秒', 'id': '2735718', 'user': {'kind': 'user', 'name': 'shawnj', 'url': 'https://www.douban.com/people/1141790/', 'uri': 'douban://douban.com/user/1141790', 'avatar': 'https://img9.doubanio.com/icon/up1141790-35.jpg', 'is_club': False, 'type': 'user', 'id': '1141790', 'uid': 'shawnj'}}","{'count': 28579, 'max': 10, 'star_count': 4.0, 'value': 7.8}",4,,"{'large': 'https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2220667165.jpg', 'normal': 'https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220667165.jpg'}",[],"['https://img2.doubanio.com/f/frodo/8286b9b5240f35c7e59e1b1768cd2ccf0467cde5/pics/vendors/migu_video.png', 'https://img9.doubanio.com/f/frodo/fbc90f355fc45d5d2056e0d88c697f9414b56b44/pics/vendors/tencent.png', 'https://img9.doubanio.com/f/frodo/88a62f5e0cf9981c910e60f4421c3e66aac2c9bc/pics/vendors/bilibili.png']",2000,2000 / 中国大陆 / 剧情 喜剧 / 王朔 / 冯小刚 胡小培,1397550,我是你爸爸,[],,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img1.doubanio.com/view/photo/m/public/p1335349188.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2175038790.jpg', 'https://img9.doubanio.com/view/photo/m/public/p797808885.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2175038779.jpg']",subject,,,douban://douban.com/movie/1397550,,movie
"{'comment': '明显感觉两位大佬被下一代超越，可喜可贺！', 'id': '3192861703', 'user': {'kind': 'user', 'name': '桑丹司', 'url': 'https://www.douban.com/people/1346915/', 'uri': 'douban://douban.com/user/1346915', 'avatar': 'https://img3.doubanio.com/icon/up1346915-13.jpg', 'is_club': False, 'type': 'user', 'id': '1346915', 'uid': 'solray'}}","{'count': 556, 'max': 10, 'star_count': 4.0, 'value': 7.8}",0,,"{'large': 'https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2640427423.jpg', 'normal': 'https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2640427423.jpg'}",[],[],2021,2021 / 中国大陆 / 喜剧 戏曲 / 郭德纲 于谦,35432788,德云社庚子年封箱庆典,[],,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",False,[],subject,,,douban://douban.com/movie/35432788,,movie
"{'comment': '有笑有泪的，不明白陈赫这个人物有什么作用，完全多余', 'id': '2734705322', 'user': {'kind': 'user', 'name': '稻草上的小僵尸', 'url': 'https://www.douban.com/people/152307500/', 'uri': 'douban://douban.com/user/152307500', 'avatar': 'https://img9.doubanio.com/icon/up152307500-26.jpg', 'is_club': False, 'type': 'user', 'id': '152307500', 'uid': '152307500'}}","{'count': 1441497, 'max': 10, 'star_count': 4.0, 'value': 7.7}",0,2021-05-08 00:00:00,"{'large': 'https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2629056068.jpg', 'normal': 'https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2629056068.jpg'}","[{'kind': 'movie', 'uri': 'douban://douban.com/subject_collection/ECVUOUD7A?type=rank&category=movie&rank_type=film_genre', 'rank': 12, 'title': '华语喜剧片榜'}]",[],2021,2021 / 中国大陆 / 剧情 喜剧 奇幻 / 贾玲 / 贾玲 张小斐,34841067,你好，李焕英,"[{'name': '华语喜剧片榜', 'uri': 'douban://douban.com/subject_collection/ECVUOUD7A?category=movie&rank_type=film_genre&type=rank'}]",,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",False,"['https://img9.doubanio.com/view/photo/m/public/p2631551315.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2632860989.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2631012420.jpg', 'https://img2.doubanio.com/view/photo/m/public/p2630528281.jpg']",subject,,,douban://douban.com/movie/34841067,,movie
"{'comment': '白马虽是好意象，可是坐台小姐也没有惹任何人', 'id': '3713070760', 'user': {'kind': 'user', 'name': 'Rie', 'url': 'https://www.douban.com/people/6034825/', 'uri': 'douban://douban.com/user/6034825', 'avatar': 'https://img1.doubanio.com/icon/up6034825-30.jpg', 'is_club': False, 'type': 'user', 'id': '6034825', 'uid': 'wongrie'}}","{'count': 434005, 'max': 10, 'star_count': 4.0, 'value': 7.7}",6,2023-05-11 00:00:00,"{'large': 'https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2889498097.jpg', 'normal': 'https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2889498097.jpg'}","[{'kind': 'movie', 'uri': 'douban://douban.com/subject_collection/ECWY6NXAY?type=rank&category=movie&rank_type=year', 'rank': 9, 'title': '2023年度榜单高分电影精选'}]","['https://img9.doubanio.com/f/frodo/fbc90f355fc45d5d2056e0d88c697f9414b56b44/pics/vendors/tencent.png', 'https://img2.doubanio.com/f/frodo/8286b9b5240f35c7e59e1b1768cd2ccf0467cde5/pics/vendors/migu_video.png', 'https://img1.doubanio.com/f/frodo/990703f165ee40fa7a023949252882058a2ba57d/pics/vendors/mgtv.png']",2022,2022 / 中国大陆 / 剧情 喜剧 / 大鹏 / 大鹏 李雪琴,35457272,保你平安,"[{'name': '2023年度榜单高分电影精选', 'uri': 'douban://douban.com/subject_collection/ECWY6NXAY?category=movie&rank_type=year&type=rank'}]",,movie,"{""sort"":""S"",""uid"":"""",""is_free_play"":false,""playable_dr_mk"":null,""is_playable"":false,""score_range_mk"":""0,10"",""uncollect"":false,""count"":1000,""tags_mk"":""华语|喜剧|搞笑"",""vendors_mk"":null,""model"":""baseline"",""stype"":""movie""}",True,"['https://img3.doubanio.com/view/photo/m/public/p2888739287.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2869089432.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2888305063.jpg', 'https://img2.doubanio.com/view/photo/m/public/p2885129501.jpg']",subject,,,douban://douban.com/movie/35457272,,movie
